,description.languages,activity,sector,location.country,location.town,borrowers.gender,borrowers.pictured,terms.disbursal_currency,terms.loss_liability.nonpayment,terms.loss_liability.currency_exchange,delinquent,journal_totals.entries,terms.loan_amount,duration,status
2407,en,Farming,Agriculture,Cambodia,Prey Khla Tboung Village,F,TRUE,KHR,partner,partner,FALSE,1.0,500,406.0,paid
2408,,Retail,Retail,Tajikistan,Gissar,M,TRUE,TJS,partner,partner,FALSE,1.0,900,333.0,paid
2409,en,Restaurant,Food,Afghanistan,Kabul,M,TRUE,AFN,partner,partner,FALSE,3.0,1075,404.0,paid
2410,en,Cosmetics Sales,Retail,Ghana,Obuasi,F,TRUE,GHS,partner,partner,FALSE,1.0,600,283.0,paid
2411,en,Crafts,Arts,Ghana,Elmina,M,TRUE,GHS,partner,partner,FALSE,1.0,350,251.0,paid
2412,,General Store,Retail,Peru,,F,TRUE,PEN,partner,partner,FALSE,2.0,975,218.0,paid
2413,en,Fish Selling,Food,Ghana,Elmina,F,TRUE,GHS,partner,partner,FALSE,1.0,275,251.0,paid
2414,,Food,Food,Peru,"Condurri, El Collao, Puno",F,TRUE,PEN,partner,partner,FALSE,1.0,175,127.0,paid
2415,en,Clothing Sales,Clothing,Ukraine,Nikopol,F,TRUE,UAH,partner,partner,FALSE,1.0,1000,278.0,paid
2416,en,Clothing Sales,Clothing,Dominican Republic,Baní,F,TRUE,DOP,partner,partner,TRUE,1.0,150,,defaulted
2417,,Clothing Sales,Clothing,Tajikistan,Gissar,F,TRUE,TJS,partner,partner,FALSE,1.0,600,221.0,paid
2418,,Hardware,Retail,Senegal,Thies,M,TRUE,XOF,partner,partner,FALSE,1.0,200,220.0,paid
2419,,General Store,Retail,Peru,Yungay - Ancash,F,TRUE,PEN,partner,partner,FALSE,1.0,275,219.0,paid
2420,,Fruits & Vegetables,Food,Tajikistan,Vahdat,F,TRUE,TJS,partner,partner,FALSE,1.0,600,395.0,paid
2421,en,Cereals,Food,Tanzania,Mbeya,F,TRUE,TZS,partner,partner,FALSE,1.0,800,335.0,paid
2422,,Pigs,Agriculture,Viet Nam,Soc Son,F,TRUE,VND,partner,partner,FALSE,1.0,1150,431.0,paid
2423,,Retail,Retail,Paraguay,Ita,F,TRUE,PYG,partner,partner,FALSE,1.0,1150,121.0,paid
2424,en,Food Production/Sales,Food,Samoa,Vaigaga,F,TRUE,WST,partner,partner,FALSE,1.0,875,391.0,paid
2425,en,Food Market,Food,Samoa,Vaimoso,F,TRUE,WST,partner,partner,FALSE,1.0,1125,387.0,paid
2426,,Home Products Sales,Retail,Nicaragua,Masaya,F,TRUE,NIO,partner,partner,FALSE,2.0,325,120.0,paid
2427,,Clothing Sales,Clothing,Peru,Pucallpa,F,TRUE,PEN,partner,partner,FALSE,1.0,1000,211.0,paid
2428,,Manufacturing,Manufacturing,Nicaragua,Masaya,F,TRUE,NIO,partner,partner,FALSE,2.0,150,120.0,paid
2429,,Restaurant,Food,Peru,Juliaca,F,TRUE,PEN,partner,partner,FALSE,1.0,425,218.0,paid
2430,,Clothing Sales,Clothing,Nicaragua,Leon,F,TRUE,NIO,lender,partner,FALSE,2.0,550,394.0,paid
2431,,Cattle,Agriculture,Indonesia,"Melaya, Bali",F,TRUE,IDR,partner,partner,FALSE,1.0,625,429.0,paid
2432,en,Pigs,Agriculture,Cambodia,Trapeang Krasang Village,F,TRUE,KHR,partner,partner,FALSE,1.0,500,400.0,paid
2433,en,Taxi,Transportation,Tajikistan,Khujand,M,TRUE,USD,partner,none,FALSE,2.0,300,125.0,paid
2434,,Retail,Retail,Tajikistan,Gissar,M,TRUE,TJS,partner,partner,FALSE,1.0,300,155.0,paid
2435,en,Pigs,Agriculture,Cambodia,Kompong Cham,F,TRUE,KHR,partner,partner,FALSE,1.0,300,399.0,paid
2436,en,Home Products Sales,Retail,Uganda,Kampala,F,TRUE,UGX,partner,partner,FALSE,1.0,650,154.0,paid
2437,en,Taxi,Transportation,Tajikistan,Isfara,M,TRUE,TJS,partner,partner,FALSE,2.0,900,398.0,paid
2438,,Fruits & Vegetables,Food,Nicaragua,Managua,F,TRUE,USD,partner,none,FALSE,1.0,275,212.0,paid
2439,en,Farming,Agriculture,Cambodia,Ponlai Village,F,TRUE,KHR,partner,partner,FALSE,1.0,500,396.0,paid
2440,en,Cattle,Agriculture,Cambodia,Pou Doh Village,F,TRUE,KHR,partner,partner,FALSE,2.0,825,305.0,paid
2441,en,Fruits & Vegetables,Food,Uganda,Jjanya,F,TRUE,UGX,partner,partner,FALSE,2.0,925,154.0,paid
2442,,Food Production/Sales,Food,Benin,Cotonou,F,TRUE,XOF,partner,partner,FALSE,2.0,200,335.0,paid
2443,,Food Production/Sales,Food,Bolivia,Santa Cruz,F,TRUE,BOB,partner,partner,FALSE,1.0,3075,147.0,paid
2444,en,Motorcycle Transport,Transportation,Cambodia,Kouk Trob Village,M,TRUE,KHR,lender,partner,FALSE,1.0,500,404.0,paid
2445,en,Livestock,Agriculture,Azerbaijan,Agsu,M,TRUE,USD,partner,none,FALSE,2.0,1200,366.0,paid
2446,en,Services,Services,Azerbaijan,Agsu,M,TRUE,USD,partner,none,FALSE,2.0,400,366.0,paid
2447,,Carpentry,Construction,Togo,Aného,M,TRUE,USD,partner,none,FALSE,1.0,950,361.0,paid
2448,,Beauty Salon,Services,Togo,Anfoin,F,TRUE,USD,partner,none,FALSE,1.0,1000,415.0,paid
2449,en,Home Products Sales,Retail,Ghana,"Nkurankan, Yilo Krobo District,",F,TRUE,USD,partner,none,FALSE,1.0,650,275.0,paid
2450,en,Food Production/Sales,Food,Viet Nam,"Duc Linh, Binh Thuan",F,TRUE,USD,partner,none,FALSE,4.0,50,183.0,paid
2451,,Retail,Retail,Mozambique,"Boane, Maputo",F,TRUE,USD,partner,none,FALSE,2.0,1200,352.0,paid
2452,en,Home Products Sales,Retail,Azerbaijan,Khirdalan Settlement,M,TRUE,USD,partner,none,FALSE,2.0,1000,427.0,paid
2453,,Food Production/Sales,Food,Honduras,Tegucigalpa,F,TRUE,USD,partner,none,FALSE,1.0,550,292.0,paid
2454,,Retail,Retail,Mozambique,"Bela-vista, Maputo",F,TRUE,USD,partner,none,FALSE,3.0,1200,443.0,paid
2455,en,Fish Selling,Food,Viet Nam,"Long My, Hau Giang",F,TRUE,USD,partner,none,FALSE,3.0,75,244.0,paid
2456,en,Tailoring,Services,Afghanistan,Kabul,F,TRUE,USD,partner,none,FALSE,2.0,175,244.0,paid
2457,en,Shoe Sales,Retail,Afghanistan,Kabul,M,TRUE,USD,partner,none,FALSE,2.0,1100,244.0,paid
2458,en,Pub,Food,Moldova,Floresti,F,TRUE,USD,partner,none,FALSE,1.0,1200,297.0,paid
2459,en,Used Clothing,Clothing,Kenya,Ugunja,F,TRUE,USD,lender,none,TRUE,2.0,400,364.0,defaulted
2460,en,Retail,Retail,Cameroon,"Ntaghem, Bamenda, Nw. Province",F,TRUE,USD,lender,none,FALSE,3.0,300,571.0,paid
2461,en,Restaurant,Food,Cameroon,"Foncha St, Nkwen, Nw. Province",F,TRUE,USD,lender,none,FALSE,4.0,200,376.0,paid
2462,,Food Production/Sales,Food,Ecuador,Guayaquil,F,TRUE,USD,partner,none,FALSE,2.0,900,298.0,paid
2463,en,Farming,Agriculture,Ecuador,Santa Lucia,M,TRUE,USD,lender,none,FALSE,1.0,425,252.0,paid
2464,en,Farming,Agriculture,Ecuador,Santa Lucia,M,TRUE,USD,lender,none,FALSE,1.0,500,251.0,paid
2465,en,Farming,Agriculture,Ecuador,Santa Lucia,M,TRUE,USD,lender,none,FALSE,1.0,1200,247.0,paid
2466,en,General Store,Retail,Kenya,Kiambu,F,TRUE,USD,lender,none,TRUE,1.0,450,,defaulted
2467,en,Cattle,Agriculture,Kenya,Isinya,F,TRUE,USD,lender,none,TRUE,1.0,700,,defaulted
2468,en,Clothing Sales,Clothing,Afghanistan,Kabul,F,TRUE,USD,partner,none,FALSE,2.0,175,244.0,paid
2469,,Food Production/Sales,Food,Bolivia,La Paz,F,TRUE,USD,partner,none,FALSE,3.0,300,214.0,paid
2470,en,Water Distribution,Services,Tanzania,Dar Es Salaam,F,TRUE,USD,partner,none,FALSE,1.0,1200,353.0,paid
2471,en,Poultry,Agriculture,Tanzania,Dar Es Salaam,M,TRUE,USD,partner,none,FALSE,1.0,1000,353.0,paid
2472,en,Poultry,Agriculture,Tanzania,Dar Es Salaam,F,TRUE,USD,partner,none,FALSE,1.0,1000,353.0,paid
2473,en,Farming,Agriculture,Ecuador,Baba,M,TRUE,USD,lender,none,TRUE,2.0,550,,defaulted
2474,en,Food Production/Sales,Food,Haiti,Trou-du-nord,F,TRUE,USD,partner,none,FALSE,2.0,1200,183.0,paid
2475,,Animal Sales,Agriculture,Tajikistan,Yavan,F,TRUE,TJS,partner,partner,FALSE,1.0,600,392.0,paid
2476,,Bicycle Sales,Retail,Tajikistan,J.rumy,F,TRUE,TJS,partner,partner,FALSE,1.0,1025,394.0,paid
2477,,Catering,Food,Togo,Agoe,F,TRUE,XOF,partner,partner,FALSE,2.0,650,394.0,paid
2478,,Fruits & Vegetables,Food,Nicaragua,Nindiri,F,TRUE,NIO,partner,partner,FALSE,2.0,200,148.0,paid
2479,,Retail,Retail,Nicaragua,Managua,F,TRUE,NIO,partner,partner,FALSE,1.0,325,300.0,paid
2480,,Cosmetics Sales,Retail,Nicaragua,Managua,F,TRUE,NIO,partner,partner,FALSE,1.0,775,294.0,paid
2481,,Retail,Retail,Nicaragua,Managua,M,TRUE,NIO,partner,partner,FALSE,1.0,225,208.0,paid
2482,,Food Market,Food,Mali,Koutiala,F,TRUE,XOF,partner,partner,FALSE,2.0,500,213.0,paid
2483,,Clothing Sales,Clothing,Mali,Koutiala,F,TRUE,XOF,partner,partner,FALSE,2.0,1775,210.0,paid
2484,,Sewing,Services,Peru,El Porvenir-trujillo-la Libertad,F,TRUE,PEN,partner,partner,FALSE,1.0,350,145.0,paid
2485,,Retail,Retail,Nicaragua,Leon,F,TRUE,NIO,partner,partner,FALSE,2.0,325,272.0,paid
2486,en,Crafts,Arts,Peru,,F,TRUE,PEN,partner,partner,FALSE,2.0,325,145.0,paid
2487,en,General Store,Retail,Uganda,Lugazi,F,TRUE,UGX,partner,partner,FALSE,3.0,2250,150.0,paid
2488,,Retail,Retail,Tajikistan,Gissar,F,TRUE,TJS,partner,partner,FALSE,1.0,1050,209.0,paid
2489,,Motorcycle Transport,Transportation,Peru,Yarinacocha - Ucayali,F,TRUE,PEN,lender,partner,FALSE,2.0,500,187.0,paid
2490,en,Fish Selling,Food,Uganda,Kayunga,M,TRUE,UGX,partner,partner,FALSE,2.0,2275,144.0,paid
2491,en,Cattle,Agriculture,Cambodia,Kraing Sromor Village,F,TRUE,KHR,lender,partner,FALSE,1.0,500,403.0,paid
2492,en,Cattle,Agriculture,Cambodia,Moen Tomrang Village,F,TRUE,KHR,lender,partner,FALSE,1.0,500,343.0,paid
2493,en,Taxi,Transportation,Sierra Leone,Kabala,M,TRUE,SLL,lender,partner,FALSE,2.0,850,280.0,paid
2494,en,Agriculture,Agriculture,Cambodia,Kampong Chrey Village,F,TRUE,KHR,lender,partner,FALSE,1.0,250,403.0,paid
2495,en,Retail,Retail,Cambodia,Slab Ta Aon Village,F,TRUE,KHR,lender,partner,FALSE,1.0,900,341.0,paid
2496,en,Farming,Agriculture,Tajikistan,Tursunzade,F,TRUE,USD,partner,none,FALSE,2.0,800,395.0,paid
2497,en,Food Market,Food,Nigeria,Lagos State,F,TRUE,NGN,partner,partner,FALSE,2.0,1200,168.0,paid
2498,,Retail,Retail,Mali,Sikasso,F,TRUE,XOF,lender,partner,FALSE,3.0,875,219.0,paid
2499,,Retail,Retail,Peru,"Victor Larco, Trujillo - La Libertad",M,TRUE,PEN,partner,partner,FALSE,1.0,125,144.0,paid
2500,,Retail,Retail,Indonesia,"Melaya, Bali",F,TRUE,IDR,partner,partner,FALSE,1.0,200,389.0,paid
2501,,Retail,Retail,Peru,"Ilave, El Collao - Puno",F,TRUE,PEN,partner,partner,FALSE,2.0,400,112.0,paid
2502,,Cattle,Agriculture,Peru,Huancayo,M,TRUE,PEN,partner,partner,FALSE,1.0,350,201.0,paid
2503,,Bookstore,Retail,Peru,Juliaca,F,TRUE,PEN,partner,partner,FALSE,2.0,500,201.0,paid
2504,en,Agriculture,Agriculture,Cambodia,Kruos Village,F,TRUE,KHR,lender,partner,FALSE,1.0,250,311.0,paid
2505,,Agriculture,Agriculture,Peru,Tarma,F,TRUE,PEN,partner,partner,FALSE,2.0,100,252.0,paid
2506,,Food Production/Sales,Food,Peru,Callería - Ucayali,F,TRUE,PEN,partner,partner,FALSE,2.0,400,147.0,paid
2507,,Fruits & Vegetables,Food,Togo,Wome,F,TRUE,XOF,lender,partner,FALSE,1.0,400,369.0,paid
2508,en,Home Products Sales,Retail,Nigeria,Benin City,M,TRUE,NGN,partner,partner,FALSE,2.0,875,260.0,paid
2509,en,Agriculture,Agriculture,Cambodia,Chrouy Dang Village,M,TRUE,KHR,lender,partner,FALSE,1.0,900,340.0,paid
2510,en,Pigs,Agriculture,Cambodia,Andong Village,F,TRUE,KHR,lender,partner,FALSE,1.0,625,309.0,paid
2511,en,Grocery Store,Food,Cambodia,Damnak Rovieng Village,F,TRUE,KHR,lender,partner,FALSE,1.0,850,398.0,paid
2512,en,Furniture Making,Manufacturing,Nigeria,Benin City,M,TRUE,NGN,partner,partner,FALSE,3.0,450,229.0,paid
2513,en,Weaving,Arts,Cambodia,Muk Kampoul District,F,TRUE,USD,partner,none,FALSE,2.0,150,418.0,paid
2514,en,Weaving,Arts,Cambodia,Khsach Kandal District,F,TRUE,USD,partner,none,FALSE,2.0,500,322.0,paid
2515,en,Weaving,Arts,Cambodia,Muk Kampoul District,F,TRUE,USD,partner,none,FALSE,2.0,1000,108.0,paid
2516,,Tailoring,Services,Bolivia,La Paz,M,TRUE,USD,partner,none,FALSE,2.0,700,398.0,paid
2517,,Printing,Services,Peru,Ayacucho,F,TRUE,PEN,partner,partner,FALSE,2.0,975,132.0,paid
2518,en,Farming,Agriculture,Tajikistan,Shahrituz,F,TRUE,TJS,partner,partner,FALSE,2.0,150,391.0,paid
2519,,Animal Sales,Agriculture,Peru,Pichanaki,F,TRUE,PEN,partner,partner,FALSE,2.0,500,265.0,paid
2520,en,Food Market,Food,Ghana,Siwdo,F,TRUE,GHS,partner,partner,FALSE,1.0,675,247.0,paid
2521,en,Food Production/Sales,Food,Ghana,Cape Coast,F,TRUE,GHS,partner,partner,FALSE,1.0,425,252.0,paid
2522,en,Animal Sales,Agriculture,Tajikistan,Khujand,M,TRUE,TJS,partner,partner,FALSE,2.0,750,383.0,paid
2523,,Pigs,Agriculture,Indonesia,"Melaya, Bali",F,TRUE,IDR,lender,partner,FALSE,1.0,475,202.0,paid
2524,,Restaurant,Food,Peru,San Martin De Porres,F,TRUE,PEN,lender,partner,FALSE,1.0,200,161.0,paid
2525,,Weaving,Arts,Peru,"Juli, Chucuito - Puno",F,TRUE,PEN,partner,partner,FALSE,2.0,150,145.0,paid
2526,,Clothing Sales,Clothing,Peru,"Juli, Chucuito - Puno",F,TRUE,PEN,partner,partner,FALSE,2.0,100,145.0,paid
2527,,Pigs,Agriculture,Peru,Lima,F,TRUE,PEN,partner,partner,FALSE,1.0,150,143.0,paid
2528,,Services,Services,Viet Nam,Y Yen,F,TRUE,VND,partner,partner,FALSE,1.0,550,404.0,paid
2529,,Fruits & Vegetables,Food,Viet Nam,Y Yen,F,TRUE,VND,partner,partner,FALSE,1.0,550,404.0,paid
2530,en,Clothing Sales,Clothing,Tanzania,Mwanza,F,TRUE,TZS,lender,partner,FALSE,2.0,425,170.0,paid
2531,,Agriculture,Agriculture,Peru,Pichanaki,F,TRUE,PEN,partner,partner,FALSE,2.0,325,231.0,paid
2532,en,Agriculture,Agriculture,Cambodia,Leap Village,F,TRUE,KHR,lender,partner,FALSE,1.0,375,249.0,paid
2533,en,Farming,Agriculture,Tajikistan,Istaravshan,M,TRUE,TJS,partner,partner,FALSE,2.0,600,292.0,paid
2534,en,Farming,Agriculture,Cambodia,"Prey Chhor, Kampong Cham",F,TRUE,USD,lender,none,FALSE,1.0,1000,406.0,paid
2535,en,General Store,Retail,Uganda,Jinja,F,TRUE,UGX,partner,partner,FALSE,2.0,2350,149.0,paid
2536,,Catering,Food,Honduras,Tegucigalpa,F,TRUE,HNL,lender,partner,FALSE,2.0,1800,392.0,paid
2537,en,Restaurant,Food,Peru,Ayacucho,F,TRUE,PEN,partner,partner,FALSE,1.0,575,209.0,paid
2538,,Services,Services,Peru,Trujillo - La Libertad,F,TRUE,PEN,partner,partner,FALSE,1.0,275,224.0,paid
2539,en,Blacksmith,Manufacturing,Lebanon,Nabatieh,M,TRUE,USD,partner,none,FALSE,2.0,1200,423.0,paid
2540,en,General Store,Retail,Uganda,Bugiri,M,TRUE,UGX,lender,partner,FALSE,1.0,1000,393.0,paid
2541,en,Movie Tapes & DVDs,Retail,Tajikistan,Shahrituz,M,TRUE,USD,partner,none,FALSE,1.0,1000,399.0,paid
2542,en,Photography,Services,Nigeria,Lagos State,F,TRUE,NGN,partner,partner,FALSE,2.0,1200,229.0,paid
2543,,Construction,Construction,Nicaragua,Managua,M,TRUE,NIO,partner,partner,FALSE,2.0,1175,392.0,paid
2544,en,Cosmetics Sales,Retail,Peru,Ayacucho,F,TRUE,PEN,partner,partner,FALSE,1.0,325,210.0,paid
2545,,Catering,Food,Peru,Callería - Ucayali,F,TRUE,PEN,partner,partner,FALSE,2.0,550,218.0,paid
2546,en,Clothing Sales,Clothing,Peru,Ayacucho,F,TRUE,PEN,partner,partner,FALSE,2.0,325,208.0,paid
2547,en,Bricks,Construction,Uganda,Kitintale,F,TRUE,UGX,lender,partner,FALSE,1.0,600,307.0,paid
2548,,Fruits & Vegetables,Food,Nicaragua,Leon,F,TRUE,NIO,partner,partner,FALSE,1.0,275,170.0,paid
2549,en,Food Production/Sales,Food,Ghana,Elmina,F,TRUE,GHS,partner,partner,FALSE,1.0,600,236.0,paid
2550,en,Fish Selling,Food,Ghana,Elmina,F,TRUE,GHS,partner,partner,FALSE,1.0,675,233.0,paid
2551,en,Fish Selling,Food,Ghana,Elmina,F,TRUE,GHS,partner,partner,FALSE,1.0,675,233.0,paid
2552,,Agriculture,Agriculture,Peru,Tarma,M,TRUE,PEN,partner,partner,FALSE,2.0,175,242.0,paid
2553,,Soft Drinks,Food,Peru,Chanchamayo,F,TRUE,PEN,partner,partner,FALSE,1.0,200,260.0,paid
2554,,Fish Selling,Food,Senegal,Baghagha,F,TRUE,XOF,lender,partner,FALSE,1.0,500,229.0,paid
2555,,General Store,Retail,Togo,,F,TRUE,XOF,lender,partner,FALSE,2.0,975,398.0,paid
2556,,General Store,Retail,Peru,Ayacucho,F,TRUE,PEN,partner,partner,FALSE,1.0,400,131.0,paid
2557,,Farm Supplies,Agriculture,Nicaragua,Managua,M,TRUE,NIO,partner,partner,FALSE,2.0,275,276.0,paid
2558,en,Animal Sales,Agriculture,Bosnia and Herzegovina,"Klokotnica, Doboj",F,TRUE,BAM,lender,partner,FALSE,2.0,400,429.0,paid
2559,en,Motorcycle Transport,Transportation,Cambodia,Batambong,F,TRUE,USD,partner,none,FALSE,2.0,1200,436.0,paid
2560,en,Restaurant,Food,Viet Nam,Nghi Loc,F,TRUE,VND,partner,partner,FALSE,1.0,1075,400.0,paid
2561,en,Grocery Store,Food,Ghana,Koforidua,F,TRUE,GHS,partner,partner,FALSE,1.0,525,267.0,paid
2562,en,Cloth & Dressmaking Supplies,Retail,Tajikistan,Isfara,F,TRUE,USD,partner,none,FALSE,1.0,1000,393.0,paid
2563,,Poultry,Agriculture,Senegal,Mbour,M,TRUE,XOF,lender,partner,FALSE,1.0,800,391.0,paid
2564,,General Store,Retail,Nicaragua,Leon,M,TRUE,NIO,partner,partner,FALSE,1.0,225,294.0,paid
2565,,Services,Services,Peru,Huancayo,M,TRUE,PEN,partner,partner,FALSE,2.0,275,214.0,paid
2566,en,Hotel,Services,Cambodia,Phnom Penh,F,TRUE,USD,partner,none,FALSE,2.0,1000,374.0,paid
2567,en,Services,Services,Cambodia,Sre Khtom Village,M,TRUE,KHR,lender,partner,FALSE,1.0,275,297.0,paid
2568,en,Fruits & Vegetables,Food,Cambodia,Battambang,F,TRUE,USD,partner,none,FALSE,1.0,350,268.0,paid
2569,en,Food Market,Food,Nigeria,Benin City,F,TRUE,NGN,partner,partner,FALSE,1.0,600,260.0,paid
2570,en,Food Market,Food,Nigeria,Benin City,F,TRUE,NGN,partner,partner,FALSE,1.0,700,260.0,paid
2571,en,Farming,Agriculture,Tajikistan,Istaravshan,M,TRUE,TJS,partner,partner,FALSE,1.0,1050,396.0,paid
2572,,Tailoring,Services,Senegal,Mbour,M,TRUE,XOF,lender,partner,FALSE,1.0,200,398.0,paid
2573,en,Farming,Agriculture,Philippines,"Sto. Nino, South Cotabato",F,TRUE,PHP,partner,partner,FALSE,2.0,325,190.0,paid
2574,en,Agriculture,Agriculture,Cambodia,Kruos Village,F,TRUE,KHR,lender,partner,FALSE,1.0,2475,376.0,paid
2575,,Fish Selling,Food,Togo,Agoe,F,TRUE,XOF,partner,partner,FALSE,2.0,400,384.0,paid
2576,,Cereals,Food,Togo,Agoe,F,TRUE,XOF,partner,partner,FALSE,2.0,300,384.0,paid
2577,en,Farming,Agriculture,Samoa,Aufaga,F,TRUE,WST,partner,partner,FALSE,1.0,300,381.0,paid
2578,,Restaurant,Food,Mali,Yanfolila,F,TRUE,XOF,partner,partner,FALSE,2.0,800,212.0,paid
2579,,Clothing Sales,Clothing,Mali,Koutiala,F,TRUE,XOF,partner,partner,FALSE,2.0,500,398.0,paid
2580,,Retail,Retail,Mali,Fana Koulikoro,F,TRUE,XOF,partner,partner,FALSE,2.0,500,316.0,paid
2581,,General Store,Retail,Peru,Yungay - Ancash,F,TRUE,PEN,partner,partner,FALSE,1.0,400,224.0,paid
2582,,Food Production/Sales,Food,Peru,Yungay - Ancash,F,TRUE,PEN,partner,partner,FALSE,1.0,825,224.0,paid
2583,,Fuel/Firewood,Retail,Viet Nam,Yen Lac,F,TRUE,VND,partner,partner,FALSE,1.0,900,391.0,paid
2584,,Construction,Construction,Bolivia,,M,TRUE,BOB,partner,partner,FALSE,1.0,1150,376.0,paid
2585,en,Food Production/Sales,Food,Tajikistan,Isfara,F,TRUE,TJS,partner,partner,FALSE,2.0,750,390.0,paid
2586,,Food Production/Sales,Food,Peru,Pucallpa,F,TRUE,PEN,partner,partner,FALSE,1.0,500,215.0,paid
2587,,Animal Sales,Agriculture,Peru,Yunguyo-puno,F,TRUE,PEN,lender,partner,FALSE,1.0,400,161.0,paid
2588,,Mobile Phones,Retail,Peru,Ayacucho,F,TRUE,PEN,partner,partner,FALSE,1.0,650,145.0,paid
2589,,Food Production/Sales,Food,Peru,Ayacucho,F,TRUE,PEN,partner,partner,FALSE,1.0,325,145.0,paid
2590,en,Printing,Services,Ghana,Goaso,M,TRUE,GHS,partner,partner,FALSE,1.0,675,261.0,paid
2591,en,Grocery Store,Food,Ghana,Goaso,F,TRUE,GHS,partner,partner,FALSE,1.0,675,261.0,paid
2592,,Sewing,Services,Togo,Agoe,F,TRUE,XOF,partner,partner,FALSE,2.0,400,383.0,paid
2593,,Cloth & Dressmaking Supplies,Retail,Togo,Agoe,F,TRUE,XOF,partner,partner,FALSE,2.0,600,383.0,paid
2594,en,Pigs,Agriculture,Viet Nam,Phuc Yen,F,TRUE,VND,partner,partner,FALSE,1.0,600,416.0,paid
2595,en,Beauty Salon,Services,Philippines,"Tubod, Aloran, Misamis Occidental",M,TRUE,PHP,lender,partner,FALSE,2.0,150,123.0,paid
2596,,Bicycle Repair,Services,Viet Nam,,F,TRUE,VND,partner,partner,FALSE,2.0,1400,391.0,paid
2597,en,Used Clothing,Clothing,Ghana,Elmina,F,TRUE,GHS,partner,partner,FALSE,1.0,175,229.0,paid
2598,,Laundry,Services,Paraguay,Asunción,F,TRUE,PYG,partner,partner,FALSE,1.0,650,322.0,paid
2599,,Clothing Sales,Clothing,Nicaragua,Leon,M,TRUE,NIO,partner,partner,FALSE,2.0,425,262.0,paid
2600,,Agriculture,Agriculture,Peru,Chanchamayo,M,TRUE,PEN,partner,partner,FALSE,2.0,825,274.0,paid
2601,en,Food Production/Sales,Food,Ghana,Accra,F,TRUE,GHS,partner,partner,FALSE,1.0,350,259.0,paid
2602,,Retail,Retail,Peru,San José De Sisa - San Martin,F,TRUE,PEN,partner,partner,FALSE,2.0,975,155.0,paid
2603,en,Personal Housing Expenses,Housing,Cambodia,Pong Toek Village,F,TRUE,KHR,lender,partner,FALSE,2.0,500,314.0,paid
2604,,Clothing Sales,Clothing,Peru,Puno,F,TRUE,PEN,partner,partner,FALSE,1.0,175,203.0,paid
2605,en,Clothing Sales,Clothing,Nigeria,Benin City,F,TRUE,NGN,partner,partner,FALSE,1.0,350,260.0,paid
2606,,Agriculture,Agriculture,Peru,Chanchamayo,F,TRUE,PEN,partner,partner,FALSE,1.0,325,261.0,paid
2607,en,Pigs,Agriculture,Cambodia,Siem Reap,F,TRUE,KHR,partner,partner,FALSE,1.0,750,332.0,paid
2608,en,Agriculture,Agriculture,Cambodia,Slaeng Village,F,TRUE,KHR,lender,partner,FALSE,1.0,600,434.0,paid
2609,,Retail,Retail,Paraguay,Asunción,F,TRUE,PYG,partner,partner,FALSE,1.0,975,104.0,paid
2610,en,Pigs,Agriculture,Cambodia,Siem Reap,F,TRUE,USD,partner,none,FALSE,1.0,200,220.0,paid
2611,en,Grocery Store,Food,Ghana,Abura,F,TRUE,GHS,partner,partner,FALSE,1.0,675,254.0,paid
2612,en,Construction Supplies,Construction,Ghana,Abura,F,TRUE,GHS,partner,partner,FALSE,1.0,600,254.0,paid
2613,en,Food Market,Food,Nigeria,Lagos State,F,TRUE,NGN,partner,partner,FALSE,1.0,850,260.0,paid
2614,,Restaurant,Food,Peru,Juliaca,F,TRUE,PEN,partner,partner,FALSE,1.0,200,203.0,paid
2615,en,Food Production/Sales,Food,Nigeria,Benin City,F,TRUE,NGN,partner,partner,FALSE,2.0,850,260.0,paid
2616,,Cloth & Dressmaking Supplies,Retail,Togo,Agoe,F,TRUE,XOF,partner,partner,FALSE,2.0,975,406.0,paid
2617,en,Farming,Agriculture,Tajikistan,Shahrituz,M,TRUE,TJS,partner,partner,FALSE,2.0,600,302.0,paid
2618,,Food Market,Food,Togo,Agoe,M,TRUE,XOF,partner,partner,FALSE,2.0,300,406.0,paid
2619,,Food Market,Food,Togo,Agoe,F,TRUE,XOF,partner,partner,FALSE,2.0,975,406.0,paid
2620,en,Food Production/Sales,Food,Sierra Leone,Makeni,F,TRUE,SLL,partner,partner,FALSE,1.0,500,264.0,paid
2621,en,Motorcycle Transport,Transportation,Cambodia,Ta Khmao District,M,TRUE,USD,partner,none,FALSE,2.0,500,361.0,paid
2622,en,Weaving,Arts,Cambodia,Muk Kampoul District,F,TRUE,USD,partner,none,FALSE,2.0,200,361.0,paid
2623,,Clothing Sales,Clothing,Peru,Huaraz - Ancash,F,TRUE,PEN,partner,partner,FALSE,1.0,175,152.0,paid
2624,en,Beauty Salon,Services,Dominican Republic,Samana,F,TRUE,DOP,lender,partner,FALSE,2.0,4300,210.0,paid
2625,en,Clothing Sales,Clothing,Dominican Republic,El Seybo,F,TRUE,DOP,partner,partner,FALSE,2.0,1000,201.0,paid
2626,,Transportation,Transportation,Bolivia,El Alto,M,TRUE,USD,partner,none,FALSE,2.0,500,386.0,paid
2627,,Personal Products Sales,Retail,Peru,Chanchamayo,F,TRUE,PEN,partner,partner,FALSE,2.0,175,153.0,paid
