,description.languages,status,funded_amount,activity,sector,location.country,location.town,partner_id,borrowers.gender,borrowers.pictured,terms.disbursal_amount,terms.disbursal_currency,terms.loan_amount,terms.loss_liability.nonpayment,terms.loss_liability.currency_exchange,journal_totals.entries,delinquent,duration
2432,en,paid,500,Pigs,Agriculture,Cambodia,Trapeang Krasang Village,109,F,True,2000000.0,KHR,500,partner,partner,1.0,False,400.0
2433,en,paid,300,Taxi,Transportation,Tajikistan,Khujand,100,M,True,300.0,USD,300,partner,none,2.0,False,125.0
2434,,paid,300,Retail,Retail,Tajikistan,Gissar,47,M,True,1000.0,TJS,300,partner,partner,1.0,False,155.0
2435,en,paid,300,Pigs,Agriculture,Cambodia,Kompong Cham,106,F,True,1200000.0,KHR,300,partner,partner,1.0,False,399.0
2436,en,paid,650,Home Products Sales,Retail,Uganda,Kampala,112,F,True,1300000.0,UGX,650,partner,partner,1.0,False,154.0
2437,en,paid,900,Taxi,Transportation,Tajikistan,Isfara,100,M,True,3000.0,TJS,900,partner,partner,2.0,False,398.0
2438,,paid,275,Fruits & Vegetables,Food,Nicaragua,Managua,74,F,True,264.0,USD,275,partner,none,1.0,False,212.0
2439,en,paid,500,Farming,Agriculture,Cambodia,Ponlai Village,109,F,True,2000000.0,KHR,500,partner,partner,1.0,False,396.0
2440,en,paid,825,Cattle,Agriculture,Cambodia,Pou Doh Village,109,F,True,3300000.0,KHR,825,partner,partner,2.0,False,305.0
2441,en,paid,925,Fruits & Vegetables,Food,Uganda,Jjanya,84,F,True,1800000.0,UGX,925,partner,partner,2.0,False,154.0
2442,,paid,200,Food Production/Sales,Food,Benin,Cotonou,104,F,True,100000.0,XOF,200,partner,partner,2.0,False,335.0
2443,,paid,3075,Food Production/Sales,Food,Bolivia,Santa Cruz,110,F,True,20923.08,BOB,3075,partner,partner,1.0,False,147.0
2444,en,paid,500,Motorcycle Transport,Transportation,Cambodia,Kouk Trob Village,109,M,True,2000000.0,KHR,500,lender,partner,1.0,False,404.0
2445,en,paid,1200,Livestock,Agriculture,Azerbaijan,Agsu,31,M,True,1200.0,USD,1200,partner,none,2.0,False,366.0
2446,en,paid,400,Services,Services,Azerbaijan,Agsu,31,M,True,400.0,USD,400,partner,none,2.0,False,366.0
2447,,paid,950,Carpentry,Construction,Togo,Aného,22,M,True,950.0,USD,950,partner,none,1.0,False,361.0
2448,,paid,1000,Beauty Salon,Services,Togo,Anfoin,22,F,True,1000.0,USD,1000,partner,none,1.0,False,415.0
2449,en,paid,650,Home Products Sales,Retail,Ghana,"Nkurankan, Yilo Krobo District,",19,F,True,650.0,USD,650,partner,none,1.0,False,275.0
2450,en,paid,50,Food Production/Sales,Food,Viet Nam,"Duc Linh, Binh Thuan",41,F,True,50.0,USD,50,partner,none,4.0,False,183.0
2451,,paid,1200,Retail,Retail,Mozambique,"Boane, Maputo",23,F,True,1200.0,USD,1200,partner,none,2.0,False,352.0
2452,en,paid,1000,Home Products Sales,Retail,Azerbaijan,Khirdalan Settlement,30,M,True,1000.0,USD,1000,partner,none,2.0,False,427.0
2453,,paid,550,Food Production/Sales,Food,Honduras,Tegucigalpa,5,F,True,550.0,USD,550,partner,none,1.0,False,292.0
2454,,paid,1200,Retail,Retail,Mozambique,"Bela-vista, Maputo",23,F,True,1200.0,USD,1200,partner,none,3.0,False,443.0
2455,en,paid,75,Fish Selling,Food,Viet Nam,"Long My, Hau Giang",41,F,True,75.0,USD,75,partner,none,3.0,False,244.0
2456,en,paid,175,Tailoring,Services,Afghanistan,Kabul,34,F,True,175.0,USD,175,partner,none,2.0,False,244.0
2457,en,paid,1100,Shoe Sales,Retail,Afghanistan,Kabul,34,M,True,1100.0,USD,1100,partner,none,2.0,False,244.0
2458,en,paid,1200,Pub,Food,Moldova,Floresti,17,F,True,1200.0,USD,1200,partner,none,1.0,False,297.0
2459,en,defaulted,400,Used Clothing,Clothing,Kenya,Ugunja,32,F,True,400.0,USD,400,lender,none,2.0,True,364.0
2460,en,paid,300,Retail,Retail,Cameroon,"Ntaghem, Bamenda, Nw. Province",40,F,True,300.0,USD,300,lender,none,3.0,False,571.0
2461,en,paid,200,Restaurant,Food,Cameroon,"Foncha St, Nkwen, Nw. Province",40,F,True,200.0,USD,200,lender,none,4.0,False,376.0
2462,,paid,900,Food Production/Sales,Food,Ecuador,Guayaquil,7,F,True,900.0,USD,900,partner,none,2.0,False,298.0
2463,en,paid,425,Farming,Agriculture,Ecuador,Santa Lucia,7,M,True,425.0,USD,425,lender,none,1.0,False,252.0
2464,en,paid,500,Farming,Agriculture,Ecuador,Santa Lucia,7,M,True,500.0,USD,500,lender,none,1.0,False,251.0
2465,en,paid,1200,Farming,Agriculture,Ecuador,Santa Lucia,7,M,True,1200.0,USD,1200,lender,none,1.0,False,247.0
2466,en,defaulted,450,General Store,Retail,Kenya,Kiambu,6,F,True,450.0,USD,450,lender,none,1.0,True,
2467,en,defaulted,700,Cattle,Agriculture,Kenya,Isinya,6,F,True,700.0,USD,700,lender,none,1.0,True,
2468,en,paid,175,Clothing Sales,Clothing,Afghanistan,Kabul,34,F,True,175.0,USD,175,partner,none,2.0,False,244.0
2469,,paid,300,Food Production/Sales,Food,Bolivia,La Paz,48,F,True,300.0,USD,300,partner,none,3.0,False,214.0
2470,en,paid,1200,Water Distribution,Services,Tanzania,Dar Es Salaam,10,F,True,1200.0,USD,1200,partner,none,1.0,False,353.0
2471,en,paid,1000,Poultry,Agriculture,Tanzania,Dar Es Salaam,10,M,True,1000.0,USD,1000,partner,none,1.0,False,353.0
2472,en,paid,1000,Poultry,Agriculture,Tanzania,Dar Es Salaam,10,F,True,1000.0,USD,1000,partner,none,1.0,False,353.0
2473,en,defaulted,550,Farming,Agriculture,Ecuador,Baba,7,M,True,550.0,USD,550,lender,none,2.0,True,
2474,en,paid,1200,Food Production/Sales,Food,Haiti,Trou-du-nord,44,F,True,1200.0,USD,1200,partner,none,2.0,False,183.0
2475,,paid,600,Animal Sales,Agriculture,Tajikistan,Yavan,63,F,True,2000.0,TJS,600,partner,partner,1.0,False,392.0
2476,,paid,1025,Bicycle Sales,Retail,Tajikistan,J.rumy,63,F,True,3500.0,TJS,1025,partner,partner,1.0,False,394.0
2477,,paid,650,Catering,Food,Togo,Agoe,111,F,True,300000.0,XOF,650,partner,partner,2.0,False,394.0
2478,,paid,200,Fruits & Vegetables,Food,Nicaragua,Nindiri,120,F,True,3588.0,NIO,200,partner,partner,2.0,False,148.0
2479,,paid,325,Retail,Retail,Nicaragua,Managua,98,F,True,6000.0,NIO,325,partner,partner,1.0,False,300.0
2480,,paid,775,Cosmetics Sales,Retail,Nicaragua,Managua,98,F,True,15000.0,NIO,775,partner,partner,1.0,False,294.0
2481,,paid,225,Retail,Retail,Nicaragua,Managua,98,M,True,4000.0,NIO,225,partner,partner,1.0,False,208.0
2482,,paid,500,Food Market,Food,Mali,Koutiala,78,F,True,250000.0,XOF,500,partner,partner,2.0,False,213.0
2483,,paid,1775,Clothing Sales,Clothing,Mali,Koutiala,78,F,True,900000.0,XOF,1775,partner,partner,2.0,False,210.0
2484,,paid,350,Sewing,Services,Peru,El Porvenir-trujillo-la Libertad,72,F,True,1000.0,PEN,350,partner,partner,1.0,False,145.0
2485,,paid,325,Retail,Retail,Nicaragua,Leon,96,F,True,6000.0,NIO,325,partner,partner,2.0,False,272.0
2486,en,paid,325,Crafts,Arts,Peru,,70,F,True,1000.0,PEN,325,partner,partner,2.0,False,145.0
2487,en,paid,2250,General Store,Retail,Uganda,Lugazi,84,F,True,4450000.0,UGX,2250,partner,partner,3.0,False,150.0
2488,,paid,1050,Retail,Retail,Tajikistan,Gissar,47,F,True,3500.0,TJS,1050,partner,partner,1.0,False,209.0
2489,,paid,500,Motorcycle Transport,Transportation,Peru,Yarinacocha - Ucayali,72,F,True,1500.0,PEN,500,lender,partner,2.0,False,187.0
2490,en,paid,2275,Fish Selling,Food,Uganda,Kayunga,84,M,True,4500000.0,UGX,2275,partner,partner,2.0,False,144.0
2491,en,paid,500,Cattle,Agriculture,Cambodia,Kraing Sromor Village,109,F,True,2000000.0,KHR,500,lender,partner,1.0,False,403.0
2492,en,paid,500,Cattle,Agriculture,Cambodia,Moen Tomrang Village,109,F,True,2000000.0,KHR,500,lender,partner,1.0,False,343.0
2493,en,paid,850,Taxi,Transportation,Sierra Leone,Kabala,57,M,True,2500000.0,SLL,850,lender,partner,2.0,False,280.0
2494,en,paid,250,Agriculture,Agriculture,Cambodia,Kampong Chrey Village,109,F,True,1000000.0,KHR,250,lender,partner,1.0,False,403.0
2495,en,paid,900,Retail,Retail,Cambodia,Slab Ta Aon Village,109,F,True,3600000.0,KHR,900,lender,partner,1.0,False,341.0
2496,en,paid,800,Farming,Agriculture,Tajikistan,Tursunzade,100,F,True,800.0,USD,800,partner,none,2.0,False,395.0
2497,en,paid,1200,Food Market,Food,Nigeria,Lagos State,20,F,True,140000.0,NGN,1200,partner,partner,2.0,False,168.0
2498,,paid,875,Retail,Retail,Mali,Sikasso,78,F,True,450000.0,XOF,875,lender,partner,3.0,False,219.0
2499,,paid,125,Retail,Retail,Peru,"Victor Larco, Trujillo - La Libertad",72,M,True,350.0,PEN,125,partner,partner,1.0,False,144.0
2500,,paid,200,Retail,Retail,Indonesia,"Melaya, Bali",82,F,True,2000000.0,IDR,200,partner,partner,1.0,False,389.0
2501,,paid,400,Retail,Retail,Peru,"Ilave, El Collao - Puno",72,F,True,1200.0,PEN,400,partner,partner,2.0,False,112.0
2502,,paid,350,Cattle,Agriculture,Peru,Huancayo,71,M,True,1000.0,PEN,350,partner,partner,1.0,False,201.0
2503,,paid,500,Bookstore,Retail,Peru,Juliaca,71,F,True,1500.0,PEN,500,partner,partner,2.0,False,201.0
2504,en,paid,250,Agriculture,Agriculture,Cambodia,Kruos Village,109,F,True,1000000.0,KHR,250,lender,partner,1.0,False,311.0
2505,,paid,100,Agriculture,Agriculture,Peru,Tarma,71,F,True,300.0,PEN,100,partner,partner,2.0,False,252.0
2506,,paid,400,Food Production/Sales,Food,Peru,Callería - Ucayali,72,F,True,1200.0,PEN,400,partner,partner,2.0,False,147.0
2507,,paid,400,Fruits & Vegetables,Food,Togo,Wome,99,F,True,200000.0,XOF,400,lender,partner,1.0,False,369.0
2508,en,paid,875,Home Products Sales,Retail,Nigeria,Benin City,20,M,True,102000.0,NGN,875,partner,partner,2.0,False,260.0
2509,en,paid,900,Agriculture,Agriculture,Cambodia,Chrouy Dang Village,109,M,True,3600000.0,KHR,900,lender,partner,1.0,False,340.0
2510,en,paid,625,Pigs,Agriculture,Cambodia,Andong Village,109,F,True,2500000.0,KHR,625,lender,partner,1.0,False,309.0
2511,en,paid,850,Grocery Store,Food,Cambodia,Damnak Rovieng Village,109,F,True,3420000.0,KHR,850,lender,partner,1.0,False,398.0
2512,en,paid,450,Furniture Making,Manufacturing,Nigeria,Benin City,20,M,True,52000.0,NGN,450,partner,partner,3.0,False,229.0
2513,en,paid,150,Weaving,Arts,Cambodia,Muk Kampoul District,61,F,True,150.0,USD,150,partner,none,2.0,False,418.0
2514,en,paid,500,Weaving,Arts,Cambodia,Khsach Kandal District,61,F,True,500.0,USD,500,partner,none,2.0,False,322.0
2515,en,paid,1000,Weaving,Arts,Cambodia,Muk Kampoul District,61,F,True,1000.0,USD,1000,partner,none,2.0,False,108.0
2516,,paid,700,Tailoring,Services,Bolivia,La Paz,48,M,True,700.0,USD,700,partner,none,2.0,False,398.0
2517,,paid,975,Printing,Services,Peru,Ayacucho,70,F,True,3000.0,PEN,975,partner,partner,2.0,False,132.0
2518,en,paid,150,Farming,Agriculture,Tajikistan,Shahrituz,100,F,True,500.0,TJS,150,partner,partner,2.0,False,391.0
2519,,paid,500,Animal Sales,Agriculture,Peru,Pichanaki,71,F,True,1500.0,PEN,500,partner,partner,2.0,False,265.0
2520,en,paid,675,Food Market,Food,Ghana,Siwdo,91,F,True,800.0,GHS,675,partner,partner,1.0,False,247.0
2521,en,paid,425,Food Production/Sales,Food,Ghana,Cape Coast,91,F,True,500.0,GHS,425,partner,partner,1.0,False,252.0
2522,en,paid,750,Animal Sales,Agriculture,Tajikistan,Khujand,100,M,True,2500.0,TJS,750,partner,partner,2.0,False,383.0
2523,,paid,475,Pigs,Agriculture,Indonesia,"Melaya, Bali",82,F,True,5000000.0,IDR,475,lender,partner,1.0,False,202.0
2524,,paid,200,Restaurant,Food,Peru,San Martin De Porres,93,F,True,600.0,PEN,200,lender,partner,1.0,False,161.0
2525,,paid,150,Weaving,Arts,Peru,"Juli, Chucuito - Puno",72,F,True,400.0,PEN,150,partner,partner,2.0,False,145.0
2526,,paid,100,Clothing Sales,Clothing,Peru,"Juli, Chucuito - Puno",72,F,True,300.0,PEN,100,partner,partner,2.0,False,145.0
2527,,paid,150,Pigs,Agriculture,Peru,Lima,70,F,True,400.0,PEN,150,partner,partner,1.0,False,143.0
2528,,paid,550,Services,Services,Viet Nam,Y Yen,67,F,True,9000000.0,VND,550,partner,partner,1.0,False,404.0
2529,,paid,550,Fruits & Vegetables,Food,Viet Nam,Y Yen,67,F,True,9000000.0,VND,550,partner,partner,1.0,False,404.0
2530,en,paid,425,Clothing Sales,Clothing,Tanzania,Mwanza,90,F,True,500000.0,TZS,425,lender,partner,2.0,False,170.0
2531,,paid,325,Agriculture,Agriculture,Peru,Pichanaki,71,F,True,1000.0,PEN,325,partner,partner,2.0,False,231.0
2532,en,paid,375,Agriculture,Agriculture,Cambodia,Leap Village,109,F,True,1500000.0,KHR,375,lender,partner,1.0,False,249.0
2533,en,paid,600,Farming,Agriculture,Tajikistan,Istaravshan,100,M,True,2000.0,TJS,600,partner,partner,2.0,False,292.0
2534,en,paid,1000,Farming,Agriculture,Cambodia,"Prey Chhor, Kampong Cham",9,F,True,1000.0,USD,1000,lender,none,1.0,False,406.0
2535,en,paid,2350,General Store,Retail,Uganda,Jinja,84,F,True,4700000.0,UGX,2350,partner,partner,2.0,False,149.0
2536,,paid,1800,Catering,Food,Honduras,Tegucigalpa,118,F,True,34000.0,HNL,1800,lender,partner,2.0,False,392.0
2537,en,paid,575,Restaurant,Food,Peru,Ayacucho,70,F,True,1750.0,PEN,575,partner,partner,1.0,False,209.0
2538,,paid,275,Services,Services,Peru,Trujillo - La Libertad,72,F,True,800.0,PEN,275,partner,partner,1.0,False,224.0
2539,en,paid,1200,Blacksmith,Manufacturing,Lebanon,Nabatieh,77,M,True,1200.0,USD,1200,partner,none,2.0,False,423.0
2540,en,paid,1000,General Store,Retail,Uganda,Bugiri,65,M,True,2000000.0,UGX,1000,lender,partner,1.0,False,393.0
2541,en,paid,1000,Movie Tapes & DVDs,Retail,Tajikistan,Shahrituz,100,M,True,1000.0,USD,1000,partner,none,1.0,False,399.0
2542,en,paid,1200,Photography,Services,Nigeria,Lagos State,20,F,True,140000.0,NGN,1200,partner,partner,2.0,False,229.0
2543,,paid,1175,Construction,Construction,Nicaragua,Managua,98,M,True,23000.0,NIO,1175,partner,partner,2.0,False,392.0
2544,en,paid,325,Cosmetics Sales,Retail,Peru,Ayacucho,70,F,True,1000.0,PEN,325,partner,partner,1.0,False,210.0
2545,,paid,550,Catering,Food,Peru,Callería - Ucayali,72,F,True,1700.0,PEN,550,partner,partner,2.0,False,218.0
2546,en,paid,325,Clothing Sales,Clothing,Peru,Ayacucho,70,F,True,1000.0,PEN,325,partner,partner,2.0,False,208.0
2547,en,paid,600,Bricks,Construction,Uganda,Kitintale,65,F,True,1200000.0,UGX,600,lender,partner,1.0,False,307.0
2548,,paid,275,Fruits & Vegetables,Food,Nicaragua,Leon,74,F,True,5000.0,NIO,275,partner,partner,1.0,False,170.0
2549,en,paid,600,Food Production/Sales,Food,Ghana,Elmina,91,F,True,700.0,GHS,600,partner,partner,1.0,False,236.0
2550,en,paid,675,Fish Selling,Food,Ghana,Elmina,91,F,True,800.0,GHS,675,partner,partner,1.0,False,233.0
2551,en,paid,675,Fish Selling,Food,Ghana,Elmina,91,F,True,800.0,GHS,675,partner,partner,1.0,False,233.0
2552,,paid,175,Agriculture,Agriculture,Peru,Tarma,71,M,True,500.0,PEN,175,partner,partner,2.0,False,242.0
2553,,paid,200,Soft Drinks,Food,Peru,Chanchamayo,71,F,True,600.0,PEN,200,partner,partner,1.0,False,260.0
2554,,paid,500,Fish Selling,Food,Senegal,Baghagha,105,F,True,250000.0,XOF,500,lender,partner,1.0,False,229.0
2555,,paid,975,General Store,Retail,Togo,,111,F,True,500000.0,XOF,975,lender,partner,2.0,False,398.0
2556,,paid,400,General Store,Retail,Peru,Ayacucho,70,F,True,1200.0,PEN,400,partner,partner,1.0,False,131.0
2557,,paid,275,Farm Supplies,Agriculture,Nicaragua,Managua,98,M,True,5000.0,NIO,275,partner,partner,2.0,False,276.0
2558,en,paid,400,Animal Sales,Agriculture,Bosnia and Herzegovina,"Klokotnica, Doboj",101,F,True,600.0,BAM,400,lender,partner,2.0,False,429.0
2559,en,paid,1200,Motorcycle Transport,Transportation,Cambodia,Batambong,9,F,True,1200.0,USD,1200,partner,none,2.0,False,436.0
2560,en,paid,1075,Restaurant,Food,Viet Nam,Nghi Loc,67,F,True,18000000.0,VND,1075,partner,partner,1.0,False,400.0
2561,en,paid,525,Grocery Store,Food,Ghana,Koforidua,88,F,True,600.0,GHS,525,partner,partner,1.0,False,267.0
2562,en,paid,1000,Cloth & Dressmaking Supplies,Retail,Tajikistan,Isfara,100,F,True,1000.0,USD,1000,partner,none,1.0,False,393.0
2563,,paid,800,Poultry,Agriculture,Senegal,Mbour,108,M,True,400000.0,XOF,800,lender,partner,1.0,False,391.0
2564,,paid,225,General Store,Retail,Nicaragua,Leon,74,M,True,4000.0,NIO,225,partner,partner,1.0,False,294.0
2565,,paid,275,Services,Services,Peru,Huancayo,71,M,True,800.0,PEN,275,partner,partner,2.0,False,214.0
2566,en,paid,1000,Hotel,Services,Cambodia,Phnom Penh,9,F,True,1000.0,USD,1000,partner,none,2.0,False,374.0
2567,en,paid,275,Services,Services,Cambodia,Sre Khtom Village,109,M,True,1100000.0,KHR,275,lender,partner,1.0,False,297.0
2568,en,paid,350,Fruits & Vegetables,Food,Cambodia,Battambang,106,F,True,350.0,USD,350,partner,none,1.0,False,268.0
2569,en,paid,600,Food Market,Food,Nigeria,Benin City,20,F,True,70000.0,NGN,600,partner,partner,1.0,False,260.0
2570,en,paid,700,Food Market,Food,Nigeria,Benin City,20,F,True,80000.0,NGN,700,partner,partner,1.0,False,260.0
2571,en,paid,1050,Farming,Agriculture,Tajikistan,Istaravshan,100,M,True,3500.0,TJS,1050,partner,partner,1.0,False,396.0
2572,,paid,200,Tailoring,Services,Senegal,Mbour,108,M,True,100000.0,XOF,200,lender,partner,1.0,False,398.0
2573,en,paid,325,Farming,Agriculture,Philippines,"Sto. Nino, South Cotabato",125,F,True,15000.0,PHP,325,partner,partner,2.0,False,190.0
2574,en,paid,2475,Agriculture,Agriculture,Cambodia,Kruos Village,109,F,True,10100000.0,KHR,2475,lender,partner,1.0,False,376.0
2575,,paid,400,Fish Selling,Food,Togo,Agoe,111,F,True,200000.0,XOF,400,partner,partner,2.0,False,384.0
2576,,paid,300,Cereals,Food,Togo,Agoe,111,F,True,150000.0,XOF,300,partner,partner,2.0,False,384.0
2577,en,paid,300,Farming,Agriculture,Samoa,Aufaga,15,F,True,750.0,WST,300,partner,partner,1.0,False,381.0
2578,,paid,800,Restaurant,Food,Mali,Yanfolila,78,F,True,400000.0,XOF,800,partner,partner,2.0,False,212.0
2579,,paid,500,Clothing Sales,Clothing,Mali,Koutiala,78,F,True,250000.0,XOF,500,partner,partner,2.0,False,398.0
2580,,paid,500,Retail,Retail,Mali,Fana Koulikoro,78,F,True,250000.0,XOF,500,partner,partner,2.0,False,316.0
2581,,paid,400,General Store,Retail,Peru,Yungay - Ancash,72,F,True,1200.0,PEN,400,partner,partner,1.0,False,224.0
2582,,paid,825,Food Production/Sales,Food,Peru,Yungay - Ancash,72,F,True,2500.0,PEN,825,partner,partner,1.0,False,224.0
2583,,paid,900,Fuel/Firewood,Retail,Viet Nam,Yen Lac,67,F,True,15000000.0,VND,900,partner,partner,1.0,False,391.0
2584,,paid,1150,Construction,Construction,Bolivia,,73,M,True,8000.0,BOB,1150,partner,partner,1.0,False,376.0
2585,en,paid,750,Food Production/Sales,Food,Tajikistan,Isfara,100,F,True,2500.0,TJS,750,partner,partner,2.0,False,390.0
2586,,paid,500,Food Production/Sales,Food,Peru,Pucallpa,71,F,True,1500.0,PEN,500,partner,partner,1.0,False,215.0
2587,,paid,400,Animal Sales,Agriculture,Peru,Yunguyo-puno,72,F,True,1200.0,PEN,400,lender,partner,1.0,False,161.0
2588,,paid,650,Mobile Phones,Retail,Peru,Ayacucho,70,F,True,2000.0,PEN,650,partner,partner,1.0,False,145.0
2589,,paid,325,Food Production/Sales,Food,Peru,Ayacucho,70,F,True,1000.0,PEN,325,partner,partner,1.0,False,145.0
2590,en,paid,675,Printing,Services,Ghana,Goaso,88,M,True,800.0,GHS,675,partner,partner,1.0,False,261.0
2591,en,paid,675,Grocery Store,Food,Ghana,Goaso,88,F,True,800.0,GHS,675,partner,partner,1.0,False,261.0
2592,,paid,400,Sewing,Services,Togo,Agoe,111,F,True,200000.0,XOF,400,partner,partner,2.0,False,383.0
2593,,paid,600,Cloth & Dressmaking Supplies,Retail,Togo,Agoe,111,F,True,300000.0,XOF,600,partner,partner,2.0,False,383.0
2594,en,paid,600,Pigs,Agriculture,Viet Nam,Phuc Yen,67,F,True,10000000.0,VND,600,partner,partner,1.0,False,416.0
2595,en,paid,150,Beauty Salon,Services,Philippines,"Tubod, Aloran, Misamis Occidental",126,M,True,7000.0,PHP,150,lender,partner,2.0,False,123.0
2596,,paid,1400,Bicycle Repair,Services,Viet Nam,,85,F,True,23520000.0,VND,1400,partner,partner,2.0,False,391.0
2597,en,paid,175,Used Clothing,Clothing,Ghana,Elmina,91,F,True,200.0,GHS,175,partner,partner,1.0,False,229.0
2598,,paid,650,Laundry,Services,Paraguay,Asunción,58,F,True,3000000.0,PYG,650,partner,partner,1.0,False,322.0
2599,,paid,425,Clothing Sales,Clothing,Nicaragua,Leon,96,M,True,8000.0,NIO,425,partner,partner,2.0,False,262.0
2600,,paid,825,Agriculture,Agriculture,Peru,Chanchamayo,71,M,True,2500.0,PEN,825,partner,partner,2.0,False,274.0
2601,en,paid,350,Food Production/Sales,Food,Ghana,Accra,88,F,True,400.0,GHS,350,partner,partner,1.0,False,259.0
2602,,paid,975,Retail,Retail,Peru,San José De Sisa - San Martin,72,F,True,3000.0,PEN,975,partner,partner,2.0,False,155.0
2603,en,paid,500,Personal Housing Expenses,Housing,Cambodia,Pong Toek Village,109,F,True,2000000.0,KHR,500,lender,partner,2.0,False,314.0
2604,,paid,175,Clothing Sales,Clothing,Peru,Puno,71,F,True,500.0,PEN,175,partner,partner,1.0,False,203.0
2605,en,paid,350,Clothing Sales,Clothing,Nigeria,Benin City,20,F,True,40000.0,NGN,350,partner,partner,1.0,False,260.0
2606,,paid,325,Agriculture,Agriculture,Peru,Chanchamayo,71,F,True,1000.0,PEN,325,partner,partner,1.0,False,261.0
2607,en,paid,750,Pigs,Agriculture,Cambodia,Siem Reap,106,F,True,3000000.0,KHR,750,partner,partner,1.0,False,332.0
2608,en,paid,600,Agriculture,Agriculture,Cambodia,Slaeng Village,109,F,True,2400000.0,KHR,600,lender,partner,1.0,False,434.0
2609,,paid,975,Retail,Retail,Paraguay,Asunción,58,F,True,4500000.0,PYG,975,partner,partner,1.0,False,104.0
2610,en,paid,200,Pigs,Agriculture,Cambodia,Siem Reap,106,F,True,200.0,USD,200,partner,none,1.0,False,220.0
2611,en,paid,675,Grocery Store,Food,Ghana,Abura,91,F,True,800.0,GHS,675,partner,partner,1.0,False,254.0
2612,en,paid,600,Construction Supplies,Construction,Ghana,Abura,91,F,True,700.0,GHS,600,partner,partner,1.0,False,254.0
2613,en,paid,850,Food Market,Food,Nigeria,Lagos State,20,F,True,100000.0,NGN,850,partner,partner,1.0,False,260.0
2614,,paid,200,Restaurant,Food,Peru,Juliaca,71,F,True,600.0,PEN,200,partner,partner,1.0,False,203.0
2615,en,paid,850,Food Production/Sales,Food,Nigeria,Benin City,20,F,True,100000.0,NGN,850,partner,partner,2.0,False,260.0
2616,,paid,975,Cloth & Dressmaking Supplies,Retail,Togo,Agoe,111,F,True,500000.0,XOF,975,partner,partner,2.0,False,406.0
2617,en,paid,600,Farming,Agriculture,Tajikistan,Shahrituz,100,M,True,2000.0,TJS,600,partner,partner,2.0,False,302.0
2618,,paid,300,Food Market,Food,Togo,Agoe,111,M,True,150000.0,XOF,300,partner,partner,2.0,False,406.0
2619,,paid,975,Food Market,Food,Togo,Agoe,111,F,True,500000.0,XOF,975,partner,partner,2.0,False,406.0
2620,en,paid,500,Food Production/Sales,Food,Sierra Leone,Makeni,57,F,True,1500000.0,SLL,500,partner,partner,1.0,False,264.0
2621,en,paid,500,Motorcycle Transport,Transportation,Cambodia,Ta Khmao District,61,M,True,500.0,USD,500,partner,none,2.0,False,361.0
2622,en,paid,200,Weaving,Arts,Cambodia,Muk Kampoul District,61,F,True,200.0,USD,200,partner,none,2.0,False,361.0
2623,,paid,175,Clothing Sales,Clothing,Peru,Huaraz - Ancash,72,F,True,500.0,PEN,175,partner,partner,1.0,False,152.0
2624,en,paid,4300,Beauty Salon,Services,Dominican Republic,Samana,44,F,True,152000.0,DOP,4300,lender,partner,2.0,False,210.0
2625,en,paid,1000,Clothing Sales,Clothing,Dominican Republic,El Seybo,44,F,True,35000.0,DOP,1000,partner,partner,2.0,False,201.0
2626,,paid,500,Transportation,Transportation,Bolivia,El Alto,48,M,True,500.0,USD,500,partner,none,2.0,False,386.0
2627,,paid,175,Personal Products Sales,Retail,Peru,Chanchamayo,71,F,True,500.0,PEN,175,partner,partner,2.0,False,153.0
2628,en,paid,800,Weaving,Arts,Cambodia,Muk Kampoul District,61,F,True,800.0,USD,800,partner,none,2.0,False,322.0
2629,en,paid,500,Farming,Agriculture,Cambodia,Siem Reap Province,9,F,True,500.0,USD,500,partner,none,1.0,False,383.0
2630,,paid,4825,Retail,Retail,Bolivia,El Alto / La Paz,59,F,True,33989.88,BOB,4825,partner,partner,1.0,False,203.0
2631,en,paid,750,Grocery Store,Food,Tajikistan,Dushanbe,100,F,True,2500.0,TJS,750,partner,partner,1.0,False,392.0
2632,en,paid,525,Grocery Store,Food,Ghana,Kasoa,88,F,True,600.0,GHS,525,partner,partner,1.0,False,245.0
2633,,paid,250,Food Production/Sales,Food,Peru,Chanchamayo,71,F,True,700.0,PEN,250,partner,partner,2.0,False,386.0
2634,en,paid,700,Food Production/Sales,Food,Tajikistan,Khujand,47,F,True,2300.0,TJS,700,partner,partner,1.0,False,205.0
2635,en,paid,325,Farming,Agriculture,Philippines,"Quirino, Isabela",123,M,True,15000.0,PHP,325,partner,partner,2.0,False,186.0
2636,en,paid,3550,Fish Selling,Food,Uganda,Kayunga,84,F,True,7100000.0,UGX,3550,partner,partner,2.0,False,163.0
2637,,paid,650,Agriculture,Agriculture,Peru,Tarma,71,M,True,2000.0,PEN,650,partner,partner,2.0,False,264.0
2638,en,paid,375,Farming,Agriculture,Philippines,Isabela,123,M,True,18000.0,PHP,375,lender,partner,2.0,False,216.0
2639,en,paid,500,Agriculture,Agriculture,Cambodia,Tboung Khmum District,9,F,True,500.0,USD,500,partner,none,1.0,False,118.0
2640,en,paid,1000,Grocery Store,Food,Cambodia,"Prey Chhor, Kampong Cham",9,F,True,1000.0,USD,1000,partner,none,1.0,False,133.0
2641,,paid,975,Fish Selling,Food,Senegal,Ziguinchor,108,M,True,500000.0,XOF,975,lender,partner,1.0,False,400.0
